date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:28:46	7049/7049	---M-Z	200	added ('OK')	text/css	etag:%221b89-66472c89-1c49dfd6dbfa3842;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-navmenu.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-navmenuc2d0.css	(from https://spofit.co/)
20:28:47	301/301	---M-Z	200	added ('OK')	text/css	etag:%2212d-66472c89-bc7bf803a7cc524;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/search.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/searchc2d0.css	(from https://spofit.co/)
20:28:48	3212/3212	---M-Z	200	added ('OK')	text/css	etag:%22c8c-66472c89-5132b9d1f968d896;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-blog-post.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-blog-postc2d0.css	(from https://spofit.co/)
20:28:49	3593/3593	---M-Z	200	added ('OK')	text/css	etag:%22e09-66472c89-6890b95494d6798f;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/cta.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/ctac2d0.css	(from https://spofit.co/)
20:28:50	836/836	---M-Z	200	added ('OK')	text/css	etag:%22344-66472c89-764b28bd487a3a5e;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/blockquote.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/blockquotec2d0.css	(from https://spofit.co/)
20:28:51	229/229	---M--	200	added ('OK')	text/css	etag:%22e5-66472c89-d2d132f618269c9d;;;%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_share.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_sharec2d0.css	(from https://spofit.co/)
20:28:52	4734/4734	---M-Z	200	added ('OK')	text/css	etag:%22127e-66472c89-f959dec1912b7ac7;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit_team.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit_teamc2d0.css	(from https://spofit.co/)
20:28:53	221/221	---M--	200	added ('OK')	text/css	etag:%22dd-66472c89-565ab70c822fdc52;;;%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/running_text.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/running_textc2d0.css	(from https://spofit.co/)
20:28:54	4995/4995	---M-Z	200	added ('OK')	text/css	etag:%221383-66472c89-57bf5b7a7e684c71;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/animated_heading.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/animated_headingc2d0.css	(from https://spofit.co/)
20:28:55	2835/2835	---M-Z	200	added ('OK')	text/css	etag:%22b13-66472c89-bf037f101f5710f5;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/card_slider.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/card_sliderc2d0.css	(from https://spofit.co/)
20:28:56	1323/1323	---M-Z	200	added ('OK')	text/css	etag:%2252b-66472c89-7f18cf3759547431;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/accordion.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/accordionc2d0.css	(from https://spofit.co/)
20:28:57	6103/6103	---M-Z	200	added ('OK')	text/css	etag:%2217d7-66472c89-878a4e944941b646;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/testimonial_carousel.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/testimonial_carouselc2d0.css	(from https://spofit.co/)
20:28:58	18437/18437	---M-Z	200	added ('OK')	text/css	etag:%224805-66472c89-87d94571ea2d5708;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/swiper-bundle.min.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/swiper-bundle.minc2d0.css	(from https://spofit.co/)
20:29:00	887/887	---M-Z	200	added ('OK')	text/css	etag:%22377-66472c89-d8a72f1fa3dd893c;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/tabs.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/tabsc2d0.css	(from https://spofit.co/)
20:29:01	2792/2792	---M-Z	200	added ('OK')	text/css	etag:%22ae8-66472c89-80eb4ef8e5f32ae0;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/progress-bar.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/progress-barc2d0.css	(from https://spofit.co/)
20:29:02	408/408	---M-Z	200	added ('OK')	text/css	etag:%22198-66472c89-49fb61d750f52b96;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/counter.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/counterc2d0.css	(from https://spofit.co/)
20:29:03	18703/18703	---M-Z	200	added ('OK')	text/css	etag:%22490f-66472c89-1bc3a7546bd2b529;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/assets/css/rtmicons.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/assets/css/rtmiconsc2d0.css	(from https://spofit.co/)
20:29:05	8041/8041	---M-Z	200	added ('OK')	text/css	etag:%221f69-66472c89-554f486459aa5535;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/assets/css/rkit.css?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/assets/css/rkitc2d0.css	(from https://spofit.co/)
20:29:06	17688/17688	---M-Z	200	added ('OK')	text/css	etag:%224518-66671f80-fe8d8510b4817c2d;gz%22	https://spofit.co/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=8.8.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/woocommerce/assets/css/woocommerce-layoutc484.css	(from https://spofit.co/)
20:29:07	7043/7043	---M-Z	200	added ('OK')	text/css	etag:%221b83-66671f80-958133eae28e3fbd;gz%22	https://spofit.co/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=8.8.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreenc484.css	(from https://spofit.co/)
20:29:08	77174/77174	---M-Z	200	added ('OK')	text/css	etag:%2212d76-66671f80-61117e8bcc78d1b2;gz%22	https://spofit.co/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/woocommerce/assets/css/woocommercec484.css	(from https://spofit.co/)
20:29:09	17495/17495	---M-Z	200	added ('OK')	text/css	etag:%224457-66631605-e97f0136b526fbe7;gz%22	https://spofit.co/wp-content/plugins/custom-facebook-feed/assets/css/cff-style.min.css?ver=4.2.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/custom-facebook-feed/assets/css/cff-style.mind19b.css	(from https://spofit.co/)
20:29:09	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css?ver=6.4.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min75e4.css	(from https://spofit.co/)
20:29:10	4719/4719	---M-Z	200	added ('OK')	text/css	etag:%22126f-66472c81-198717d9ce33135c;gz%22	https://spofit.co/wp-content/plugins/metform/public/assets/lib/cute-alert/style.css?ver=3.8.8	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/metform/public/assets/lib/cute-alert/styleab17.css	(from https://spofit.co/)
20:29:11	22474/22474	---M-Z	200	added ('OK')	text/css	etag:%2257ca-66472c81-3c1ad6792501909e;gz%22	https://spofit.co/wp-content/plugins/metform/public/assets/css/text-editor.css?ver=3.8.8	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/metform/public/assets/css/text-editorab17.css	(from https://spofit.co/)
20:29:12	5756/5756	---M-Z	200	added ('OK')	text/css	etag:%22167c-65ba082b-b7ff40f1c3c04577;gz%22	https://spofit.co/wp-content/themes/hello-elementor/style.min.css?ver=3.0.1	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/themes/hello-elementor/style.min41fe.css	(from https://spofit.co/)
20:29:13	5131/5131	---M-Z	200	added ('OK')	text/css	etag:%22140b-65ba082b-1cb8a07fa282d7c0;gz%22	https://spofit.co/wp-content/themes/hello-elementor/theme.min.css?ver=3.0.1	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/themes/hello-elementor/theme.min41fe.css	(from https://spofit.co/)
20:29:15	7325/7325	---M-Z	200	added ('OK')	text/css	etag:%221c9d-65ba082b-1932b0b6ba65e25c;gz%22	https://spofit.co/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.0.1	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/themes/hello-elementor/header-footer.min41fe.css	(from https://spofit.co/)
20:29:16	14447/14447	---M-Z	200	added ('OK')	text/css	etag:%22386f-66472ca3-84a0a3393b9f11ac;gz%22	https://spofit.co/wp-content/uploads/elementor/css/post-75.css?ver=1715940515	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/uploads/elementor/css/post-756ac0.css	(from https://spofit.co/)
20:29:17	124837/124837	---M-Z	200	added ('OK')	text/css	etag:%221e7a5-66472c76-7b38be054c034f3;gz%22	https://spofit.co/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.1.3	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons583f.css	(from https://spofit.co/)
20:29:18	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-66472c6f-7dab48bb2a814a13;gz%22	https://spofit.co/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://spofit.co/)
20:29:19	11608/11608	---M-Z	200	added ('OK')	text/css	etag:%222d58-65f29631-2da28446da091796;gz%22	https://spofit.co/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.17.0	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/elementor-pro/assets/css/frontend-lite.mine7ad.css	(from https://spofit.co/)
20:29:21	132017/132017	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Dec%202024%2015:29:33%20GMT	https://spofit.co/wp-content/plugins/feeds-for-youtube/css/sb-youtube-free.min.css?ver=2.2.1	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/feeds-for-youtube/css/sb-youtube-free.min77e6.css	(from https://spofit.co/)
20:29:23	68337/68337	---M-Z	200	added ('OK')	text/css	etag:%2210af1-66794ca8-131cb931ec090ec4;gz%22	https://spofit.co/wp-content/uploads/elementor/css/post-12.css?ver=1719225512	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/uploads/elementor/css/post-1270df.css	(from https://spofit.co/)
20:29:24	445845/445845	---M-Z	200	added ('OK')	text/css	etag:%226cd95-66472c76-f894b67879b94f71;gz%22	https://spofit.co/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.1.3	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles583f.css	(from https://spofit.co/)
20:29:25	30299/30299	---M-Z	200	added ('OK')	text/css	etag:%22765b-66472c76-d2ae5b752bdb494c;gz%22	https://spofit.co/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.1.3	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive583f.css	(from https://spofit.co/)
20:29:26	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-657c746e-f3947396eb8bd1c6;gz%22	https://spofit.co/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-includes/js/jquery/jquery.minf43b.js	(from https://spofit.co/)
20:29:27	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-657c746e-bd8319e8f4d6774d;gz%22	https://spofit.co/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://spofit.co/)
20:29:28	659/659	---M-Z	200	added ('OK')	application/x-javascript	etag:%22293-66472c89-c172590b78538ec9;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/offcanvas.js?ver=6.4.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/offcanvas75e4.js	(from https://spofit.co/)
20:29:30	950/950	---M-Z	200	added ('OK')	application/x-javascript	etag:%223b6-66472c89-b3bb81834ab83c85;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/navmenu.js?ver=6.4.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/navmenu75e4.js	(from https://spofit.co/)
20:29:31	1475/1475	---M-Z	200	added ('OK')	application/x-javascript	etag:%225c3-66472c89-1cb93ac362aefe6;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/card_slider.js?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/card_sliderc2d0.js	(from https://spofit.co/)
20:29:32	7833/7833	---M-Z	200	added ('OK')	application/x-javascript	etag:%221e99-66472c89-7a3102f7fd9babde;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/animated_heading.js?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/animated_headingc2d0.js	(from https://spofit.co/)
20:29:33	666/666	---M-Z	200	added ('OK')	application/x-javascript	etag:%2229a-66472c89-49de62061ec77478;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/accordion.js?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/accordionc2d0.js	(from https://spofit.co/)
20:29:34	950/950	---M-Z	200	added ('OK')	application/x-javascript	etag:%223b6-66472c89-1a44e55650c9f0e5;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/bar_chart.js?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/bar_chartc2d0.js	(from https://spofit.co/)
20:29:35	957/957	---M-Z	200	added ('OK')	application/x-javascript	etag:%223bd-66472c89-a33e725ca01600e7;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/line_chart.js?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/line_chartc2d0.js	(from https://spofit.co/)
20:29:36	916/916	---M-Z	200	added ('OK')	application/x-javascript	etag:%22394-66472c89-91e9aac6f7d0fbb8;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/pie_chart.js?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/pie_chartc2d0.js	(from https://spofit.co/)
20:29:38	148471/148471	---M-Z	200	added ('OK')	application/x-javascript	etag:%22243f7-66472c89-276ba90a977f53b8;gz%22	https://spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/swiper-bundle.min.js?ver=1.4.4	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/swiper-bundle.minc2d0.js	(from https://spofit.co/)
20:29:39	9636/9636	---M-Z	200	added ('OK')	application/x-javascript	etag:%2225a4-66671f80-b7896908b4458f38;gz%22	https://spofit.co/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.8.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minc854.js	(from https://spofit.co/)
20:29:40	3058/3058	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bf2-66671f80-9014335fbe5f997b;gz%22	https://spofit.co/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.8.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minc484.js	(from https://spofit.co/)
20:29:41	1720/1720	---M-Z	200	added ('OK')	application/x-javascript	etag:%226b8-66671f80-af59a80b5d973e3;gz%22	https://spofit.co/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.8.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min8730.js	(from https://spofit.co/)
20:29:42	2139/2139	---M-Z	200	added ('OK')	application/x-javascript	etag:%2285b-66671f80-9c84c5dccbcacb35;gz%22	https://spofit.co/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.8.5	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minc484.js	(from https://spofit.co/)
20:29:44	154727/154727	---MCZ	200	added ('OK')	application/json	date:Fri,%2013%20Dec%202024%2015:29:56%20GMT	https://spofit.co/wp-json/wp/v2/pages/12	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-json/wp/v2/pages/12.json	(from https://spofit.co/)
20:29:44	1219190/1219190	---MCZ	200	added ('OK')	application/json	date:Fri,%2013%20Dec%202024%2015:29:56%20GMT	https://spofit.co/wp-json/	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-json/index.html	(from https://spofit.co/)
20:29:45	768/768	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Dec%202024%2015:29:58%20GMT	https://spofit.co/xmlrpc.php?rsd	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/xmlrpc0db0.php	(from https://spofit.co/)
20:29:47	2071/2071	---M-Z	200	added ('OK')	application/json	date:Fri,%2013%20Dec%202024%2015:29:59%20GMT	https://spofit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspofit.co%2F	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-json/oembed/1.0/embedfa04.json	(from https://spofit.co/)
20:29:48	2233/2233	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Dec%202024%2015:30:01%20GMT	https://spofit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspofit.co%2F&format=xml	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-json/oembed/1.0/embedfc2e	(from https://spofit.co/)
20:29:50	1297/1297	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Dec%202024%2015:30:02%20GMT	https://spofit.co/wp-content/uploads/2024/01/cropped-Icon-logo-spofit-1.0-32x32.png	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/uploads/2024/01/cropped-Icon-logo-spofit-1.0-32x32.png	(from https://spofit.co/)
20:29:52	11573/11573	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Dec%202024%2015:30:04%20GMT	https://spofit.co/wp-content/uploads/2024/01/cropped-Icon-logo-spofit-1.0-192x192.png	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/uploads/2024/01/cropped-Icon-logo-spofit-1.0-192x192.png	(from https://spofit.co/)
20:29:53	10852/10852	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Dec%202024%2015:30:05%20GMT	https://spofit.co/wp-content/uploads/2024/01/cropped-Icon-logo-spofit-1.0-180x180.png	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/uploads/2024/01/cropped-Icon-logo-spofit-1.0-180x180.png	(from https://spofit.co/)
20:29:54	38879/38879	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Dec%202024%2015:30:07%20GMT	https://spofit.co/wp-content/uploads/2023/12/logo-spofit.png	C:/Users/Ali%20Raza/Downloads/ATS/spofit/spofit.co/wp-content/uploads/2023/12/logo-spofit.png	(from https://spofit.co/)
